Time,Temperature,Wind_Speed,Visibility,Wind_Direction,Sky_Conditions
10:43,32.0,14.0,8.1,WNW,Partly Cloudy
10:43,32.0,14.0,8.1,WNW,Partly Cloudy
11:05,33.0,14.0,8.1,NW,Partly Cloudy
11:05,33.0,14.0,8.1,NW,Partly Cloudy
11:05,33.0,14.0,8.1,NW,Partly Cloudy
11:28,33.0,14.0,8.1,NW,Partly Cloudy
11:51,33.0,14.0,8.1,NW,Partly Cloudy
12:15,33.0,14.0,8.1,WNW,Partly Cloudy
12:38,34.0,14.0,8.1,WNW,Partly Cloudy
12:50,34.0,14.0,8.1,WNW,Partly Cloudy
12:50,34.0,14.0,8.1,WNW,Partly Cloudy
12:50,34.0,14.0,8.1,WNW,Partly Cloudy
12:50,34.0,14.0,8.1,WNW,Partly Cloudy
12:50,34.0,14.0,8.1,WNW,Partly Cloudy
12:50,34.0,14.0,8.1,WNW,Partly Cloudy
12:50,34.0,14.0,8.1,WNW,Partly Cloudy
12:50,34.0,14.0,8.1,WNW,Partly Cloudy
13:02,34.0,14.0,8.1,WNW,Partly Cloudy
13:02,34.0,14.0,8.1,WNW,Partly Cloudy
13:02,34.0,14.0,8.1,WNW,Partly Cloudy
13:02,34.0,14.0,8.1,WNW,Partly Cloudy
13:02,34.0,14.0,8.1,WNW,Partly Cloudy
13:02,34.0,14.0,8.1,WNW,Partly Cloudy
13:02,34.0,14.0,8.1,WNW,Partly Cloudy
13:02,34.0,14.0,8.1,WNW,Partly Cloudy
13:02,34.0,14.0,8.1,WNW,Partly Cloudy
13:02,34.0,14.0,8.1,WNW,Partly Cloudy
13:02,34.0,14.0,8.1,WNW,Partly Cloudy
13:02,34.0,14.0,8.1,WNW,Partly Cloudy
13:02,34.0,14.0,8.1,WNW,Partly Cloudy
13:02,34.0,14.0,8.1,WNW,Partly Cloudy
13:02,34.0,14.0,8.1,WNW,Partly Cloudy
13:02,34.0,14.0,8.1,WNW,Partly Cloudy
13:02,34.0,14.0,8.1,WNW,Partly Cloudy
13:02,34.0,14.0,8.1,WNW,Partly Cloudy
13:02,34.0,14.0,8.1,WNW,Partly Cloudy
13:02,34.0,14.0,8.1,WNW,Partly Cloudy
13:02,34.0,14.0,8.1,WNW,Partly Cloudy
13:02,34.0,14.0,8.1,WNW,Partly Cloudy
13:02,34.0,14.0,8.1,WNW,Partly Cloudy
13:02,34.0,14.0,8.1,WNW,Partly Cloudy
13:13,34.0,8.0,8.1,NNW,Partly Cloudy
13:13,34.0,8.0,8.1,NNW,Partly Cloudy
13:13,34.0,8.0,8.1,NNW,Partly Cloudy
13:13,34.0,8.0,8.1,NNW,Partly Cloudy
13:13,34.0,8.0,8.1,NNW,Partly Cloudy
16:40,32.0,18.0,4.8,SE,Haze
